Name,Federation,FideID,B_Year,Gender,Title
"Dewilde, Rudi ",Belgium,241261,1967,Male,None
"Goossens, Franky ",Belgium,241490,1967,Male,None
"Maerevoet, Sim ",Belgium,241725,2001,Male,International Master
"Piceu, Jarid ",Belgium,241911,2004,Male,None
"Temmerman, Sander ",Belgium,242071,2000,Male,None
"Temmerman, Sara ",Belgium,242080,1999,Female,None
"Van Malder, Dries ",Belgium,242314,2002,Male,None
"Van Malder, Klaus ",Belgium,242322,2001,Male,None
"Verstraeten, Roeland ",Belgium,242462,1945,Male,None
"Yoro, Samuel ",Belgium,242543,2004,Male,None
"Akulov, Lev ",Belgium,242853,2003,Male,None
"Akulova, Alicia ",Belgium,242861,2002,Female,None
"Terwagne, Bertrand ",Belgium,243078,1986,Male,None
"Aragones-Melhem, Georgy ",Belgium,243108,1954,Male,None
"Deberdt, Joris ",Belgium,243302,1990,Male,None
"Godde, Matthias ",Belgium,243426,2002,Male,None
"Simons, Sebastiaan ",Belgium,243434,1993,Male,None
"Seibt, Sascha ",Belgium,243566,2001,Male,None
"Da Silva Heleno, Jorit ",Belgium,243710,2003,Male,None
"Gronsfeld, Stefan ",Belgium,243906,2001,Male,None
"Liveyns, Rune ",Belgium,243981,2004,Male,None
"Butzen, Robin ",Belgium,244392,2001,Male,None
"Cuyx, Tomas ",Belgium,244619,1992,Male,None
"Van Dael, Jonas ",Belgium,244767,1997,Male,None
"De Smedt, Mark ",Belgium,244899,1974,Male,None
"Sleurs, Juliette ",Belgium,244988,2004,Female,None
"Ta Long, Vu ",Belgium,244996,2000,Male,None
"Adriaens, Peter ",Belgium,245119,1976,Male,None
"Debucke, Jolan ",Belgium,245194,2005,Male,None
"Vanhee, Lars ",Belgium,245453,2005,Male,None
"Leyssens, Bas ",Belgium,246000,2000,Male,None
"Vanduyfhuys, Igor ",Belgium,246212,2006,Male,None
"Vanduyfhuys, Daria ",Belgium,246336,2003,Female,Woman FIDE Master
"Heldenbergh, Nils ",Belgium,246387,2005,Male,None
"Suski, Dominiek ",Belgium,247049,1970,Male,None
"Deider, Kevin ",Belgium,247235,2000,Male,None
"De Rycke, Tyani ",Belgium,247936,2005,Female,Woman FIDE Master
"Roose, Casimir ",Belgium,248231,2006,Male,None
"Follesa, Enrico ",Belgium,248690,2006,Male,None
"Dauw, Sterre ",Belgium,248886,2002,Male,FIDE Master
"Gelders, Eline ",Belgium,249025,2003,Female,None
"Gelders, Hanne ",Belgium,249033,2004,Female,None
"Windey, Luc ",Belgium,249220,1969,Male,None
"De Reese, Elias ",Belgium,249238,2007,Male,None
"De Vent, Rens ",Belgium,249246,1987,Male,None
"Rogge, Parcival ",Belgium,249254,2004,Male,None
"Zouaghi, Amir ",Belgium,249262,2007,Male,None
"Cappan, Pjotr ",Belgium,249300,2007,Male,None
"Naessens, Wolf ",Belgium,249530,2005,Male,None
"De Smedt, Gino ",Belgium,249572,1963,Male,None
"Escribano Illan, Juan Carlos ",Belgium,249734,1966,Male,None
"Dreelinck, Adriaan ",Belgium,250503,2005,Male,None
"Dreelinck, Jacob ",Belgium,250511,2007,Male,FIDE Master
"Nemegeer, Arne ",Belgium,250589,2006,Male,None
"Bressan, Guillaume ",Belgium,250716,1997,Male,None
"Herrygers, Rik ",Belgium,250880,1983,Male,None
"Cypers, Alexandre ",Belgium,251011,1964,Male,None
"Pouliart, Sander ",Belgium,251062,1998,Male,None
"Verboven, Wout ",Belgium,251119,2006,Male,None
"Dhaenens, Leon ",Belgium,251470,2005,Male,None
"Paes, Martijn ",Belgium,251500,2006,Male,None
"Vernimmen, Pierre ",Belgium,251917,2002,Male,None
"Peeters, Alex ",Belgium,252042,2005,Male,None
"Ahn, Anastasia ",Belgium,252220,2008,Female,None
"Beukenhorst, Gabriel ",Belgium,252239,2008,Male,None
"Malfliet, Alexander ",Belgium,252557,2006,Male,None
"Berghmans, Pascal ",Belgium,252689,1965,Male,None
"Depuydt, Willy ",Belgium,252930,1939,Male,None
"Vertenoeil, Tom ",Belgium,253600,1999,Male,None
"De Vreesse Pieters, Seppe ",Belgium,254169,1978,Male,None
"Meysman, Kaito ",Belgium,254290,2009,Male,None
"Musabayeva, Diana ",Belgium,254720,2007,Female,None
"Pham, Khoi ",Belgium,255360,2007,Male,None
"Damlakhi, Mahmoud ",Belgium,255394,2002,Male,None
"Gelders, Marte ",Belgium,255513,2006,Female,None
"Ahn, Maximilian ",Belgium,255840,2010,Male,None
"Gelders, Flore ",Belgium,255882,2007,Female,None
"Heuschen, Roland ",Belgium,255955,1964,Male,None
"Maltier, Benjamin ",Belgium,255963,2000,Male,None
"De Briey, Aurian ",Belgium,256382,2001,Male,None
"Victor, Julian ",Belgium,257257,2006,Male,FIDE Master
"Ouaki, Mark ",Belgium,257460,2003,Male,None
"Anciaux, Adrien ",Belgium,257931,2005,Male,FIDE Master
"Piraprez, Charles ",Belgium,257982,1995,Male,None
"Govoreanu, Matei ",Belgium,258059,2009,Male,None
"Sazonov, Fedor ",Belgium,258105,2009,Male,None
"Vantorre, Nils ",Belgium,258474,2008,Male,None
"Van Volsem, Merlijn ",Belgium,258806,2004,Male,None
"De Cuyper, Yago ",Belgium,258857,1994,Male,None
"Katumwa, Iko ",Belgium,259110,2010,Male,None
"Zhu, Zimo ",China,260290,2011,Male,None
"Piron, Jean-marie ",Belgium,260371,1962,Male,None
"Van Hoecke, Elena ",Belgium,260428,1987,Female,None
"Geerts, Luc ",Belgium,260460,1956,Male,None
"Maraite, Gregory ",Belgium,260479,1991,Male,None
"Kuypers, Anouck ",Belgium,260576,2002,Female,None
"Coutton, Maxence ",Belgium,261432,2004,Male,None
"De Geest, Hannes ",Belgium,261459,1996,Male,None
"Van Coppenolle, Lander ",Belgium,261807,2009,Male,None
"Aerts, Eric ",Belgium,262390,1958,Male,None
"Atanasiu, Nicolae ",Belgium,262420,1957,Male,None
"Barbier, Sigiswald ",Belgium,262447,1991,Male,None
"Charlier, Pascal ",Belgium,262595,1960,Male,None
"Cottenier, Christophe ",Belgium,262650,1975,Male,None
"Cuypers, Dries ",Belgium,262676,1977,Male,None
"De Brouwere, Johan ",Belgium,262749,1959,Male,None
"Degrande, Marigje ",Belgium,262757,1992,Female,Woman FIDE Master
"Demiddele, Kevin ",Belgium,262781,1980,Male,None
"Dradon, Sebastien ",Belgium,262838,1970,Male,None
"Foerster, Sven ",Belgium,262897,1990,Male,None
"Geboers, Jimmy ",Belgium,262919,1975,Male,None
"Guion, Geoffrey ",Belgium,262986,1989,Male,None
"Gullentops, Nathan ",Belgium,262994,1997,Male,None
"Herman, Jean ",Belgium,263036,1991,Male,FIDE Master
"Larmuseau, Michiel ",Belgium,263214,1992,Male,None
"Lemmens, Philip ",Belgium,263265,1965,Male,None
"Loo, Bernd ",Belgium,263303,1957,Male,None
"Moens, Patrick ",Belgium,263400,1969,Male,None
"Oger, Daniel ",Belgium,263443,1945,Male,None
"Pierard, Florian ",Belgium,263532,1990,Male,None
"Roos, Adrian ",Belgium,263621,1990,Male,FIDE Master
"Samray, Thomas ",Belgium,263656,1981,Male,None
"Stuer, Hendrik ",Belgium,263737,1960,Male,None
"Van Cappellen, Jonas ",Belgium,263796,1991,Male,None
"Van Hecke, Jeroen ",Belgium,263842,1990,Male,None
"Verduyckt, Johan ",Belgium,263966,1972,Male,None
"Verhaeren, Gertjan ",Belgium,263982,1987,Male,None
"Verhasselt, Kris ",Belgium,263990,1968,Male,None
"Vilarnau, Enrique ",Belgium,264032,1954,Male,None
"Vukojevic, Philippe ",Belgium,264059,1969,Male,None
"Wirth, Charles ",Belgium,264083,1946,Male,None
"Cuyvers, Jens ",Belgium,264121,2011,Male,None
"Steen, Kris ",Belgium,264571,1978,Male,None
"Liessens, Tom ",Belgium,264580,1998,Male,None
"Hauchamps, Maxime ",Belgium,264865,2009,Male,FIDE Master
"Raptis, Filippos ",Belgium,264903,2009,Male,None
"Vanderlocht, Stijn ",Belgium,265063,1976,Male,None
"Morard, Ambroise ",Belgium,265080,2010,Male,None
"Kucuktopal, Burak ",Belgium,265217,2004,Male,None
"Petrik, Matus ",Belgium,266400,1977,Male,None
"Leonel, Davi ",Belgium,266698,1981,Male,None
"Pribylla, Amelia ",Belgium,267511,2012,Female,None
"Battistelli, Fausto ",Belgium,267732,2010,Male,None
"Konidakis, Alex ",Belgium,268194,2008,Male,None
"Dhooge, Servaas ",Belgium,268216,2011,Male,None
"Van Brussel, Thomas ",Belgium,268372,2008,Male,None
"Vansilliette, Louis ",Belgium,268380,2008,Male,None
"Vandenhole, Kobe ",Belgium,268844,2009,Male,None
"Vermeulen, Hailey ",Belgium,269069,2008,Female,None
"De Heug, Andrea ",Belgium,269549,2008,Male,None
"Roelandt, Jesse ",Belgium,269930,2010,Male,None
"Dehoux, Cedric ",Belgium,270199,2005,Male,None
"Campanella, Dominique ",Belgium,270415,1946,Male,None
"Fiorini, Lucien ",Belgium,270555,2004,Male,None
"Everaert, Frederic ",Belgium,271578,1991,Male,None
"Vanhaverbeke, Daan ",Belgium,272078,2005,Male,None
"Nguyen, Khoi ",Belgium,272540,2012,Male,None
"Orban, Pieter-Jan ",Belgium,272841,2008,Male,None
"Lukin, Yesenia ",Belgium,273023,2012,Female,None
"Festraerts, Len ",Belgium,274739,2006,Male,None
"Brouillard, Oscar ",Belgium,275891,2005,Male,None
"Van Laere, Mauro ",Belgium,275964,2008,Male,None
"Frenzel, Qorianka ",Belgium,276294,2012,Female,None
"Nguyen, Tri Khoi ",Belgium,277460,1980,Male,None
"Defour, Eline ",Belgium,279099,2011,Female,None
"Van Hecke, Bert ",Belgium,279382,1996,Male,None
"Meuter, Alain ",Belgium,279587,1955,Male,None
"Gill, Matthew ",Belgium,279609,2004,Male,None
"Smeekens, Joppe ",Belgium,279625,2005,Male,None
"Lemesre, Alexis ",Belgium,279706,2005,Male,None
"Khanalizadeh, Ahmad ",Belgium,280194,1996,Male,None
"Van Daele, Dave ",Belgium,280372,1991,Male,None
"De Blieck, Kasper ",Belgium,281239,1993,Male,None
"Van Hoof, Jan ",Belgium,281441,1967,Male,None
"Ok, Miro ",Belgium,282227,2016,Male,None
"Toelen, Daan ",Belgium,285200,2010,Male,None
"Melaerts, Vincent ",Belgium,285242,2009,Male,None
"Labruyere, Robert Nirina ",Belgium,285943,2002,Male,None
"Barbier, Francois ",Belgium,285978,1987,Male,None
"De Groof, Maarten ",Belgium,287539,1976,Male,None
"Cornil, Claire ",Belgium,288381,2016,Female,None
"Donvil, Hendrik ",Belgium,288462,1981,Male,None
"Babii, Oriiana ",Belgium,292826,2014,Female,None
"Johnova, Eliska ",Czech Republic,300012,1996,Female,None
"Blatny, Pavel ",Czech Republic,300047,1968,Male,Grandmaster
"Meduna, Eduard ",Czech Republic,300055,1950,Male,Grandmaster
"Fuskova, Martina ",Czech Republic,300063,1998,Female,None
"Hracek, Zbynek ",Czech Republic,300071,1970,Male,Grandmaster
"Jansa, Vlastimil ",Czech Republic,300128,1942,Male,Grandmaster
"Haba, Petr ",Czech Republic,300160,1965,Male,Grandmaster
"Nun, Jiri ",Czech Republic,300179,1957,Male,International Master
"Pribyl, Josef ",Czech Republic,300187,1947,Male,International Master
"Lechtynsky, Jiri ",Czech Republic,300217,1947,Male,Grandmaster
"Prandstetter, Eduard ",Czech Republic,300225,1948,Male,International Master
"Zurek, Milan ",Czech Republic,300241,1966,Male,International Master
"Dobrovolsky, Ladislav ",Czech Republic,300250,1950,Male,International Master
"Firt, Stanislav ",Czech Republic,300268,1962,Male,FIDE Master
"Novak, Jiri ",Czech Republic,300284,1996,Male,None
"Poloch, Petr ",Czech Republic,300292,1953,Male,International Master
"Rasik, Vitezslav ",Czech Republic,300306,1973,Male,Grandmaster
"Spacek, Petr ",Czech Republic,300314,1954,Male,International Master
"Svoboda, Matej ",Czech Republic,300390,1997,Male,None
"Langner, Ladislav ",Czech Republic,300403,1969,Male,International Master
"Polasek, Jaroslav ",Czech Republic,300411,1957,Male,International Master
"Mozny, Milos ",Czech Republic,300454,1954,Male,International Master
"Pastircak, Milan ",Czech Republic,300462,1961,Male,International Master
"Votava, Jan ",Czech Republic,300535,1974,Male,Grandmaster
"Kucera, Petr ",Czech Republic,300551,1964,Male,FIDE Master
"Polak, Tomas ",Czech Republic,300560,1974,Male,Grandmaster
"Zpevak, Pavel ",Czech Republic,300586,1958,Male,International Master
"Bakalar, Petr ",Czech Republic,300594,1970,Male,FIDE Master
"Piza, Vlastimil ",Czech Republic,300624,1961,Male,FIDE Master
"Babula, Milan ",Czech Republic,300632,1950,Male,International Master
"Velicka, Petr ",Czech Republic,300659,1967,Male,Grandmaster
"Beil, Zdenek ",Czech Republic,300667,1953,Male,International Master
"Richtrova, Eliska ",Czech Republic,300683,1959,Female,Woman Grandmaster
"Babicky, Frantisek ",Czech Republic,300691,1938,Male,None
"Neckar, Lubomir ",Czech Republic,300705,1950,Male,International Master
"Znamenacek, Kvetoslav ",Czech Republic,300721,1959,Male,FIDE Master
"Cempel, Jaroslav ",Czech Republic,300730,1960,Male,FIDE Master
"Biolek, Richard ",Czech Republic,300756,1970,Male,International Master
"Hrbolka, Ladislav ",Czech Republic,300772,1958,Male,FIDE Master
"Pokorny, Zdenek ",Czech Republic,300799,1955,Male,FIDE Master
"Trombik, Karel ",Czech Republic,300810,1958,Male,None
"Orsag, Milan ",Czech Republic,300853,1964,Male,International Master
"Belaska, Premysl ",Czech Republic,300896,1974,Male,None
"Cesal, Jaroslav ",Czech Republic,300900,1950,Male,FIDE Master
"Hanus, Jan ",Czech Republic,300926,1934,Male,None
"Bretsnajdr, Vladimir ",Czech Republic,300942,1961,Male,FIDE Master
"Jurek, Josef ",Czech Republic,300993,1954,Male,International Master
"Karlik, Vladimir ",Czech Republic,301027,1951,Male,FIDE Master
"Styblo, Michal ",Czech Republic,301078,1970,Male,None
"Krtous, Zdenek ",Czech Republic,301108,1993,Male,None
"Mudrak, Josef ",Czech Republic,301116,1961,Male,FIDE Master
"Gibiec, Arnost ",Czech Republic,301140,1958,Male,None
"Netusil, Miloslav ",Czech Republic,301183,1956,Male,FIDE Master
"Lamser, Jan ",Czech Republic,301221,1966,Male,None
"Suchomel, Ales ",Czech Republic,301230,1995,Male,None
"Vrbata, Zbynek ",Czech Republic,301256,1967,Male,FIDE Master
"Babula, Vlastimil ",Czech Republic,301264,1973,Male,Grandmaster
"Suchomel, Oldrich ",Czech Republic,301299,1956,Male,None
"Suchomel, Tomas ",Czech Republic,301302,1997,Male,None
"Vavruska, Antonin ",Czech Republic,301329,1944,Male,None
"Zabystrzan, Pavel ",Czech Republic,301337,1957,Male,FIDE Master
"Sevcik, Vladimir ",Czech Republic,301370,1956,Male,None
"Sobek, Jaroslav ",Czech Republic,301388,1955,Male,FIDE Master
"Vavruska, David ",Czech Republic,301400,1969,Male,None
"Vaclavicek, Lukas ",Czech Republic,301426,1996,Male,None
"Volf, Michal ",Czech Republic,301434,1981,Male,None
"Walek, Milan ",Czech Republic,301469,1969,Male,FIDE Master
"Freisler, Pavel ",Czech Republic,301477,1963,Male,International Master
"Cabart, Pavel ",Czech Republic,301485,1964,Male,None
"Pala, Vladimir ",Czech Republic,301531,1960,Male,FIDE Master
"Krouzel, Jaroslav ",Czech Republic,301566,1948,Male,FIDE Master
"Prymula, Roman ",Czech Republic,301574,1964,Male,FIDE Master
"Seifert, Milan ",Czech Republic,301582,1940,Male,FIDE Master
"Drabek, Vojtech ",Czech Republic,301604,1983,Male,None
"Vokoun, Jan ",Czech Republic,301647,1948,Male,FIDE Master
"Kukacka, Ladislav ",Czech Republic,301655,1972,Male,None
"Hadraba, Vladimir ",Czech Republic,301663,1957,Male,None
"Nad, Boris ",Czech Republic,301698,1942,Male,None
"Vanka, Miloslav ",Czech Republic,301736,1941,Male,None
"Illetsko, Jaroslav ",Czech Republic,301795,1942,Male,Candidate Master
"Vavra, Pavel ",Czech Republic,301841,1976,Male,International Master
"Beranek, Ondrej ",Czech Republic,301876,1990,Male,None
"Muron, Miroslav ",Czech Republic,301957,1958,Male,None
"Nemec, Pavel ",Czech Republic,301965,1956,Male,FIDE Master
"Pacl, Vaclav ",Czech Republic,302031,1944,Male,FIDE Master
"Vrana, Frantisek ",Czech Republic,302066,1960,Male,FIDE Master
"Krajina, Ales ",Czech Republic,302112,1958,Male,None
"Cech, Pavel ",Czech Republic,302139,1974,Male,International Master
"Mezlik, Stanislav ",Czech Republic,302171,1971,Male,None
"Kotrba, Tomas ",Czech Republic,302210,1957,Male,None
"Lys, Josef ",Czech Republic,302244,1957,Male,FIDE Master
"Hosticka, Frantisek ",Czech Republic,302295,1952,Male,None
"Mojzis, Jaroslav ",Czech Republic,302325,1943,Male,FIDE Master
"Pribyl, Martin ",Czech Republic,302392,1974,Male,International Master
"Sejkora, Vlastimil ",Czech Republic,302457,1950,Male,FIDE Master
"Vechet, Stanislav ",Czech Republic,302473,1949,Male,None
"Lochman, Vaclav ",Czech Republic,302503,1983,Male,None
"Kubikova, Hana ",Czech Republic,302597,1962,Female,Woman FIDE Master
"Modrova, Hana ",Czech Republic,302651,1948,Female,Woman FIDE Master
"Cizinsky, Petr ",Czech Republic,302686,1995,Male,None
"Gallinnisova, Vaclava ",Czech Republic,302708,1967,Female,None
"Pulpan, Jakub ",Czech Republic,302759,1998,Male,International Master
"Svobodova, Michaela ",Czech Republic,302767,1966,Female,Woman FIDE Master
"Vranova, Zdenka ",Czech Republic,302775,1963,Female,None
"Korenova, Martina ",Czech Republic,302805,1975,Female,Woman Intl. Master
"Palkova, Hana ",Czech Republic,302821,1961,Female,None
"Novotny, Josef ",Czech Republic,302848,1957,Male,None
"Dolezal, Rudolf ",Czech Republic,302945,1963,Male,None
"Folk, Petr ",Czech Republic,302996,1963,Male,None
"Vitek, Vaclav ",Czech Republic,303070,1940,Male,None
"Veselsky, Jan ",Czech Republic,303135,1975,Male,None
"Zemlicka, Vit ",Czech Republic,303143,1980,Male,None
"Forman, Miroslav ",Czech Republic,303151,1951,Male,None
"Varejcko, Josef ",Czech Republic,303178,1964,Male,None
"Slechta, Jan ",Czech Republic,303186,1968,Male,None
"Jirovsky, Milos ",Czech Republic,303224,1974,Male,Grandmaster
"Bacak, Petr ",Czech Republic,303232,1960,Male,None
"Nedela, Vlastimil ",Czech Republic,303259,1972,Male,International Master
"Kozak, Milos ",Czech Republic,303267,1959,Male,FIDE Master
"Bartosek, Ivan ",Czech Republic,303283,1948,Male,None
"Novotny, Jaroslav ",Czech Republic,303321,1965,Male,None
"Horak, Jiri ",Czech Republic,303330,1958,Male,None
"Eretova, Jana ",Czech Republic,303380,1973,Female,None
"Talla, Vladimir ",Czech Republic,303445,1973,Male,Grandmaster
"Zvolanek, Libor ",Czech Republic,303496,1958,Male,FIDE Master
"Chloupek, Stanislav ",Czech Republic,303518,1973,Male,None
"Ramik, Zdenek ",Czech Republic,303526,1958,Male,FIDE Master
"Potomak, Vladimir ",Czech Republic,303534,1954,Male,None
"Kasparek, Ondrej ",Czech Republic,303542,1987,Male,None
"Kocian, Miroslav ",Czech Republic,303577,1972,Male,None
"Krmela, Ales ",Czech Republic,303658,1964,Male,None
"Kulistak, Milan ",Czech Republic,303674,1985,Male,None
"Obsivac, Josef ",Czech Republic,303690,1968,Male,FIDE Master
"Rehorek, Martin ",Czech Republic,303704,1964,Male,None
"Oral, Tomas ",Czech Republic,303739,1977,Male,Grandmaster
"Blumel, Otto ",Czech Republic,303852,1961,Male,None
"Skovran, Jaroslav ",Slovakia,303925,1966,Male,None
"Novotny, Josef ",Czech Republic,303950,1951,Male,None
"Michalek, Jan ",Czech Republic,303976,1969,Male,International Master
"Salac, Jiri ",Czech Republic,303992,1955,Male,None
"Zvara, Petr ",Czech Republic,304000,1975,Male,International Master
"Ruzicka, Petr ",Czech Republic,304069,1973,Male,FIDE Master
"Kourek, Jozef ",Czech Republic,304107,1965,Male,None
"Frolik, Martin ",Czech Republic,304123,1968,Male,FIDE Master
"Reznicek, Marcel ",Czech Republic,304131,1967,Male,None
"Hosek, Milan ",Czech Republic,304140,1971,Male,FIDE Master
"Bazant, Petr ",Czech Republic,304166,1957,Male,None
"Svatos, Jan ",Czech Republic,304174,1971,Male,FIDE Master
"Zajicek, Petr ",Czech Republic,304182,1970,Male,None
"Netusil, Jaroslav ",Czech Republic,304220,1974,Male,None
"Hlavnicka, Jiri ",Czech Republic,304239,1970,Male,FIDE Master
"Joukl, Zdenek ",Czech Republic,304247,1941,Male,None
"Cermak, Michal ",Czech Republic,304255,1985,Male,None
"Folkova, Martina ",Czech Republic,304271,1973,Female,Woman FIDE Master
"Smejkal, Jan ",Czech Republic,304336,1953,Male,None
"Vodicka, Pavel ",Czech Republic,304344,1970,Male,None
"Sosna, Jan ",Czech Republic,304379,1960,Male,International Master
"Schula, Michal ",Czech Republic,304468,1971,Male,FIDE Master
"Bures, Martin ",Czech Republic,304484,1955,Male,None
"Groh, Jiri ",Czech Republic,304557,1952,Male,None
"Bartonicek, Zdenek ",Czech Republic,304603,1978,Male,None
"Orsagova, Silvie ",Czech Republic,304670,1975,Female,Woman Intl. Master
"Pisk, Petr ",Czech Republic,304689,1974,Male,International Master
"Dolezal, Radoslav ",Czech Republic,304735,1977,Male,International Master
"Stocek, Jiri ",Czech Republic,304760,1977,Male,Grandmaster
"Drabek, Miloslav ",Czech Republic,304786,1949,Male,None
"Trojan, Lubos ",Czech Republic,304808,1942,Male,None
"Malivanek, Jiri ",Czech Republic,304816,1969,Male,None
"Jedlicka, Ales ",Czech Republic,304824,1971,Male,FIDE Master
"Hlavac, Rudolf ",Czech Republic,304891,1953,Male,None
"Neuschl, Zdenek ",Czech Republic,304913,1972,Male,None
"Jandourek, Lukas ",Czech Republic,304930,1971,Male,None
"Chytilek, Roman ",Czech Republic,304980,1976,Male,International Master
"Hoke, Petr ",Czech Republic,305006,1981,Male,None
"Klement, Lukas ",Czech Republic,305049,1992,Male,None
"Korschner, Miroslav ",Czech Republic,305057,1993,Male,None
"Adamek, Zdenek ",Czech Republic,305065,1974,Male,None
"Dobes, Ludek ",Czech Republic,305090,1963,Male,None
"Markovic, Milan ",Czech Republic,305103,1963,Male,None
"Plesek, Jiri ",Czech Republic,305146,1960,Male,None
"Petr, Jan ",Czech Republic,305154,1962,Male,None
"Fuksik, Jakub ",Czech Republic,305197,1976,Male,None
"Vybiral, Zdenek ",Czech Republic,305200,1971,Male,None
"Sedlacek, Oldrich ",Czech Republic,305227,1962,Male,FIDE Master
"Buchnicek, Petr ",Czech Republic,305235,1974,Male,FIDE Master
"Neuman, Petr ",Czech Republic,305243,1978,Male,Grandmaster
"Sochorova, Petra ",Czech Republic,305260,1978,Female,Woman Intl. Master
"Mitura, Vaclav ",Czech Republic,305278,1960,Male,None
